source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_abs_p_1,ring_abs_p_2,0.303362112301,intra_family,euclidean_similarity,RING,RING,bmc08a_feature_v1,RING-RING similarity from z-scored feature distance
ring_abs_p_1,ring_abs_p_3,0.225015275779,intra_family,euclidean_similarity,RING,RING,bmc08a_feature_v1,RING-RING similarity from z-scored feature distance
ring_abs_p_1,cavity_1_1_1,0.304381210429,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_1_1_2,0.275362840413,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_1_2_1,0.255242909234,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_2_1_1,0.217016123383,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_2_2_1,0.190385371925,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_2_1_2,0.202626960093,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_1_2_2,0.235214534419,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,cavity_2_2_2,0.178636881251,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_1,membrane_0_1,0.273729394092,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_1_1,0.22139978599,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_2_1,0.196859845837,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_0_2,0.188091446128,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_3_1,0.174686790568,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_1_2,0.164450469212,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_2_2,0.149947479015,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_1,membrane_0_3,0.144014296012,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,ring_abs_p_3,0.42786684973,intra_family,euclidean_similarity,RING,RING,bmc08a_feature_v1,RING-RING similarity from z-scored feature distance
ring_abs_p_2,cavity_1_1_1,0.2947481924,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_1_1_2,0.320342694158,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_1_2_1,0.322693307842,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_2_1_1,0.293135536045,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_2_2_1,0.250354875931,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_2_1_2,0.271443493298,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_1_2_2,0.312202880477,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,cavity_2_2_2,0.230560354805,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_2,membrane_0_1,0.628931166931,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_1_1,0.4375000333,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_2_1,0.344015340296,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_0_2,0.313459200546,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_3_1,0.271392276459,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_1_2,0.242738792267,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_2_2,0.207939738229,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_2,membrane_0_3,0.194537334209,cross_family,euclidean_similarity,RING,MEMBRANE,bmc08a_feature_v1,RING-MEMBRANE similarity from z-scored feature distance
ring_abs_p_3,cavity_1_1_1,0.238720940411,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
ring_abs_p_3,cavity_1_1_2,0.266946368094,cross_family,euclidean_similarity,RING,CAVITY,bmc08a_feature_v1,RING-CAVITY similarity from z-scored feature distance
