source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_m3,ring_p_m2,0.256119831094,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,ring_p_m1,0.375309427185,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,ring_p_1,0.220032297342,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,ring_p_2,0.301642657645,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,ring_p_3,0.431339097129,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_1_1_1,0.213808582519,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_1_1_2,0.380440876346,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_1_2_1,0.32259523549,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_2_1_1,0.373644320717,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_2_2_1,0.429051445747,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_2_1_2,0.217777372699,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_1_2_2,0.326781023036,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,cavity_2_2_2,0.288204436834,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_0_1,0.330409535671,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_1_1,0.203651431931,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_2_1,0.141023552808,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_0_2,0.273428859093,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_3_1,0.248751757184,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_1_2,0.334437380663,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_2_2,0.348942043151,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m3,membrane_0_3,0.280003426444,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,ring_p_m1,0.241813671682,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,ring_p_1,0.360139616743,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,ring_p_2,0.273855724398,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,ring_p_3,0.291985663485,intra_family,cov_null_euclidean_similarity,RING,RING,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_1_1_1,0.251111548214,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_1_1_2,0.207467213328,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_1_2_1,0.313890014349,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_2_1_1,0.276761591744,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_2_2_1,0.231549027875,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_2_1_2,0.262498298714,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_1_2_2,0.300002173333,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,cavity_2_2_2,0.27974081723,cross_family,cov_null_euclidean_similarity,RING,CAVITY,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_0_1,0.301494244883,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_1_1,0.29854487386,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_2_1,0.179620309169,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_0_2,0.204528655073,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_3_1,0.28369857527,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
ring_p_m2,membrane_1_2,0.272615468065,cross_family,cov_null_euclidean_similarity,RING,MEMBRANE,bmc11_cov_null_seed_202,Covariance-preserving nullmodel full similarity graph
