source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_m2,ring_p_1,0.342210479787,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,ring_p_3,0.339700209022,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,cavity_1_1_1,0.416156096012,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,cavity_1_1_2,0.337978911319,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,cavity_2_2_2,0.335226592326,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,membrane_2_1,0.385069107366,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,membrane_3_1,0.420091147999,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,membrane_2_2,0.310617348086,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m2,membrane_0_3,0.487504413261,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,ring_p_1,0.377244492454,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,ring_p_2,0.386903390298,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,ring_p_3,0.3379522496,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,cavity_1_1_1,0.370363897043,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,cavity_2_1_2,0.533713240506,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,cavity_1_2_2,0.377190038271,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,membrane_3_1,0.358845037072,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,membrane_1_2,0.411192421224,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_m1,membrane_0_3,0.320302369833,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,ring_p_3,0.386300686837,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,cavity_1_1_1,0.397893073233,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,cavity_1_1_2,0.391246611708,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,cavity_2_1_2,0.305237311052,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,membrane_3_1,0.525510702863,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_1,membrane_0_3,0.453096406397,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,ring_p_3,0.337903558253,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,cavity_1_2_1,0.328627046429,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,cavity_2_1_2,0.519583890113,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,cavity_1_2_2,0.533317798571,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,membrane_0_2,0.380088606707,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_2,membrane_1_2,0.452538317239,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
ring_p_3,cavity_1_1_1,0.321007164939,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_303_tau_0.3,Gaussian nullmodel threshold graph with tau=0.3
