source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_m3,ring_p_m2,0.39573662031,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,ring_p_m1,0.281724522433,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,ring_p_1,0.348120742784,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,ring_p_2,0.328763448832,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,ring_p_3,0.398650523301,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,cavity_1_1_2,0.348126183763,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,cavity_2_2_1,0.336805913528,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,cavity_1_2_2,0.308911286663,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,cavity_2_2_2,0.336061622048,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,membrane_2_2,0.293779851791,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m3,membrane_0_3,0.293137387016,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m2,ring_p_1,0.396297152947,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
ring_p_m2,ring_p_2,0.335319178841,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.28,Gaussian nullmodel threshold graph with tau=0.28
