run_id,sample_id,seed,scrambled_order,rank6_preserved,lag_structure_preserved,collapse_score,lag_structure_distance,antiparallelity_preserved
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,1,2027070803,"[6, 2, 4, 5, 0, 1, 3]",true,false,0.29395195545109631,4.4888457473362937,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,2,2027070804,"[3, 5, 0, 1, 4, 6, 2]",true,false,0.26372428216240729,4.5044888421415559,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,3,2027070805,"[2, 1, 0, 4, 5, 3, 6]",true,false,0.3019793736386811,4.0841504295367104,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,4,2027070806,"[1, 5, 6, 3, 2, 0, 4]",true,false,0.25275303890520806,4.1357365634347927,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,5,2027070807,"[2, 6, 5, 0, 3, 1, 4]",true,false,0.25746526036633621,4.4358927381823898,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,6,2027070808,"[4, 3, 6, 2, 1, 5, 0]",true,false,0.31231320062832468,3.965000670239001,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,7,2027070809,"[0, 1, 2, 3, 6, 5, 4]",true,false,0.60714888126596489,3.894770559091119,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,8,2027070810,"[2, 1, 0, 5, 3, 6, 4]",true,false,0.24572067950947166,4.7110010112556333,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,9,2027070811,"[0, 5, 1, 6, 3, 4, 2]",true,false,0.30811487010713334,4.1996457198335326,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,10,2027070812,"[0, 1, 3, 6, 4, 2, 5]",true,false,0.31515518615722327,3.9905422363349596,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,11,2027070813,"[3, 0, 4, 5, 6, 1, 2]",true,false,0.30833684019194729,4.6004639749383598,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,12,2027070814,"[3, 2, 0, 5, 1, 4, 6]",true,false,0.29801011396614835,4.4108351860124291,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,13,2027070815,"[1, 3, 2, 6, 4, 0, 5]",true,false,0.34724636016140537,4.2142142168931391,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,14,2027070816,"[5, 2, 1, 4, 0, 6, 3]",true,false,0.31098546336834176,4.702896310323581,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,15,2027070817,"[4, 1, 0, 3, 2, 6, 5]",true,false,0.35662143549212638,3.6829231080896485,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,16,2027070818,"[1, 6, 2, 5, 4, 3, 0]",true,false,0.28788222412772724,4.4155970766718058,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,17,2027070819,"[1, 4, 0, 3, 6, 5, 2]",true,false,0.35763074047258631,4.5372743599987162,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,18,2027070820,"[5, 0, 4, 2, 1, 6, 3]",true,false,0.22899519119221204,4.5514342438030981,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,19,2027070821,"[5, 0, 1, 2, 6, 3, 4]",true,false,0.32288771222191598,4.4626299203205102,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,20,2027070822,"[1, 3, 6, 4, 5, 0, 2]",true,false,0.31727679832744593,5.054265449321993,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,21,2027070823,"[4, 1, 5, 3, 2, 6, 0]",true,false,0.34157560812231647,4.2735268077295272,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,22,2027070824,"[3, 2, 6, 1, 0, 5, 4]",true,false,0.33323483713253954,4.4729655241080168,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,23,2027070825,"[4, 5, 0, 2, 1, 3, 6]",true,false,0.28290392429797301,4.3483449392147655,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,24,2027070826,"[0, 4, 5, 3, 6, 2, 1]",true,false,0.35393584417565593,4.6289106583715984,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,25,2027070827,"[6, 0, 5, 4, 2, 3, 1]",true,false,0.37636532007378254,3.3549075505759891,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,26,2027070828,"[4, 0, 6, 1, 5, 2, 3]",true,false,0.25740404852908483,4.5507566791865655,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,27,2027070829,"[4, 6, 0, 2, 1, 5, 3]",true,false,0.33936084287342277,4.6189190894925547,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,28,2027070830,"[2, 3, 4, 0, 6, 1, 5]",true,false,0.25937618632249715,4.4641463923118758,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,29,2027070831,"[2, 1, 3, 5, 6, 4, 0]",true,false,0.33983742212596041,4.5004994900679698,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,30,2027070832,"[0, 6, 3, 2, 4, 5, 1]",true,false,0.37103637952427698,3.963205240690248,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,31,2027070833,"[5, 2, 3, 0, 1, 6, 4]",true,false,0.31633175326961388,4.6959771768512821,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,32,2027070834,"[0, 3, 6, 1, 4, 2, 5]",true,false,0.42891818908275631,3.5699970436671302,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,33,2027070835,"[3, 5, 0, 4, 6, 1, 2]",true,false,0.29550179103062552,3.7892502993694852,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,34,2027070836,"[4, 1, 5, 2, 3, 0, 6]",true,false,0.38414599347417888,4.3427344600535385,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,35,2027070837,"[6, 4, 0, 5, 3, 1, 2]",true,false,0.35620091152135247,3.6708244877070988,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,36,2027070838,"[6, 3, 2, 1, 5, 4, 0]",true,false,0.30292745045516334,3.4904598495514843,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,37,2027070839,"[4, 2, 5, 3, 6, 0, 1]",true,false,0.33487855938103939,4.1034962227727974,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,38,2027070840,"[2, 3, 6, 5, 1, 0, 4]",true,false,0.26885327566690653,4.0408681177447763,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,39,2027070841,"[0, 4, 2, 5, 1, 6, 3]",true,false,0.29957209344220742,4.0001973120143379,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,40,2027070842,"[3, 0, 5, 2, 1, 4, 6]",true,false,0.3644909399213116,3.7783468003304552,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,41,2027070843,"[3, 2, 6, 0, 4, 1, 5]",true,false,0.35417795941663988,4.9616852293139351,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,42,2027070844,"[3, 0, 4, 6, 1, 2, 5]",true,false,0.24955037172150932,4.3007510022720279,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,43,2027070845,"[3, 1, 5, 4, 6, 0, 2]",true,false,0.33936084287342272,4.6189190894925547,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,44,2027070846,"[4, 0, 1, 6, 3, 5, 2]",true,false,0.25746526036633627,4.4358927381823898,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,45,2027070847,"[6, 3, 1, 2, 5, 0, 4]",true,false,0.25769855643769707,4.3151322793481617,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,46,2027070848,"[3, 2, 1, 4, 0, 6, 5]",true,false,0.36794166265418748,3.7319104290426295,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,47,2027070849,"[4, 3, 6, 5, 1, 0, 2]",true,false,0.3104612183995028,4.6127794495451768,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,48,2027070850,"[6, 5, 4, 3, 2, 1, 0]",true,true,1,9.5757364394855573e-16,true
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,49,2027070851,"[5, 1, 3, 6, 0, 2, 4]",true,false,0.37998527608981397,4.5505178201772702,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,50,2027070852,"[1, 0, 5, 4, 2, 6, 3]",true,false,0.24296726667794902,4.1560778020638756,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,51,2027070853,"[0, 5, 3, 1, 4, 6, 2]",true,false,0.31406410901037951,4.3745154911995385,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,52,2027070854,"[2, 5, 0, 1, 6, 3, 4]",true,false,0.45295317362524085,4.2713432487228911,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,53,2027070855,"[1, 0, 5, 3, 6, 2, 4]",true,false,0.21539639758336376,3.940721443697643,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,54,2027070856,"[0, 5, 4, 1, 6, 3, 2]",true,false,0.55559871454591125,4.1146748611070922,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,55,2027070857,"[1, 3, 6, 2, 0, 5, 4]",true,false,0.22464086762218682,4.192197382048775,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,56,2027070858,"[0, 2, 4, 3, 6, 1, 5]",true,false,0.27476490507309864,4.1431705002345343,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,57,2027070859,"[5, 6, 0, 1, 2, 4, 3]",true,false,0.43108197195072939,4.3483647932131912,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,58,2027070860,"[2, 5, 3, 0, 4, 1, 6]",true,false,0.33568783160527077,4.4204080558734793,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,59,2027070861,"[5, 0, 6, 3, 2, 4, 1]",true,false,0.41894370429716116,4.0455465446990422,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,60,2027070862,"[0, 4, 1, 6, 3, 5, 2]",true,false,0.35381616284009032,3.9668751132362949,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,61,2027070863,"[5, 2, 6, 0, 3, 4, 1]",true,false,0.33290526813472016,4.4739993592659655,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,62,2027070864,"[0, 1, 5, 4, 6, 2, 3]",true,false,0.30320370321689943,3.9451775636678943,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,63,2027070865,"[4, 6, 0, 5, 3, 2, 1]",true,false,0.25786125846330138,4.378171267284884,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,64,2027070866,"[4, 3, 6, 0, 5, 2, 1]",true,false,0.3242685593399473,3.988762548193252,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,65,2027070867,"[1, 4, 0, 3, 5, 2, 6]",true,false,0.41583022907278,3.8865590575649804,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,66,2027070868,"[3, 6, 2, 1, 0, 5, 4]",true,false,0.30833684019194718,4.6004639749383589,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,67,2027070869,"[0, 4, 5, 1, 6, 3, 2]",true,false,0.24538707085830752,4.2994730174457176,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,68,2027070870,"[3, 5, 0, 4, 6, 2, 1]",true,false,0.27363428596597517,4.0491000120123735,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,69,2027070871,"[6, 5, 0, 4, 1, 2, 3]",true,false,0.34858849477113463,4.500900725754283,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,70,2027070872,"[2, 4, 6, 3, 0, 5, 1]",true,false,0.25973598118941549,4.3013363341933193,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,71,2027070873,"[4, 0, 6, 3, 5, 2, 1]",true,false,0.22066732052852087,4.4219635155953823,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,72,2027070874,"[1, 6, 0, 5, 2, 4, 3]",true,false,0.43640244213861235,4.1055532203318661,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,73,2027070875,"[2, 6, 1, 4, 0, 3, 5]",true,false,0.31229770360492964,4.4127321588916928,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,74,2027070876,"[1, 5, 4, 6, 3, 0, 2]",true,false,0.33001865700119393,4.5742600098627797,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,75,2027070877,"[6, 4, 0, 2, 1, 3, 5]",true,false,0.44108488633729498,4.7042087145068008,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,76,2027070878,"[6, 2, 3, 1, 5, 0, 4]",true,false,0.41015987098672435,4.6124187570967399,false
