source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_m3,ring_p_m2,0.39573662031,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,ring_p_1,0.348120742784,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,ring_p_2,0.328763448832,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,ring_p_3,0.398650523301,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,cavity_1_1_2,0.348126183763,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,cavity_2_2_1,0.336805913528,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m3,cavity_2_2_2,0.336061622048,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,ring_p_1,0.396297152947,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,ring_p_2,0.335319178841,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,ring_p_3,0.374020361672,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,cavity_1_1_1,0.330441327777,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,cavity_2_2_2,0.45881357552,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m2,membrane_0_1,0.338482184118,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m1,ring_p_3,0.396000673061,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m1,cavity_1_2_2,0.411090498925,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m1,membrane_1_2,0.381536003841,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_m1,membrane_0_3,0.366026359288,cross_family,gaussian_nullmodel_threshold_similarity,RING,MEMBRANE,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_1,cavity_1_1_1,0.322634816301,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_1,cavity_2_2_2,0.38390799578,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_2,ring_p_3,0.432163299465,intra_family,gaussian_nullmodel_threshold_similarity,RING,RING,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_2,cavity_1_1_1,0.340588145738,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_2,cavity_1_2_1,0.377891056648,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_2,cavity_2_1_1,0.352507988951,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
ring_p_2,cavity_2_2_1,0.36489396576,cross_family,gaussian_nullmodel_threshold_similarity,RING,CAVITY,bmc10_nullmodel_seed_202_tau_0.32,Gaussian nullmodel threshold graph with tau=0.32
