run_id,candidate_id,source_path_or_table,has_source_lineage,lineage_assessment
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0001,data/OUTREACH01A-06/public_profile_links.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0002,data/OUTREACH01A-06/source_inventory.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0003,data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0004,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0005,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0006,data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0007,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0008,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0009,data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0010,data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0011,data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0012,data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0013,data/QSB-BRIDGE-DATA-01/preflight_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0014,data/QSB-BRIDGE-DATA-02A/benzene_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0015,data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0016,data/QSB-BRIDGE-DATA-02A/c60_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0017,data/QSB-BRIDGE-DATA-02A/c60_faces.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0018,data/QSB-BRIDGE-DATA-02A/c60_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0019,data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0020,data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0021,data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0022,data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0023,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0024,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0025,data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0026,data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0027,data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0028,data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0029,data/QSB-BRIDGE-DATA-02C/control_edges.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0030,data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0031,data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0032,data/QSB-BRIDGE-DATA-02C/control_family_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0033,data/QSB-BRIDGE-DATA-02C/control_nodes.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0034,data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0035,data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0036,data/QSB-BRIDGE-DATA-02D/highest_risk_mimic_diagnostic.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0037,data/QSB-BRIDGE-DATA-02D/original_vs_control_separation.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0038,data/QSB-BRIDGE-DATA-02E/README.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0039,data/QSB-BRIDGE-DATA-02E/control_destruction_effectiveness_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0040,data/QSB-BRIDGE-DATA-02E/control_mimic_failure_inventory.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0041,data/QSB-BRIDGE-DATA-02E/control_mimicry_revision_manifest.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0042,data/QSB-BRIDGE-DATA-02E/diagnostic_specificity_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0043,data/QSB-BRIDGE-DATA-02E/mimic_family_risk_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0044,data/QSB-BRIDGE-DATA-02E/revision_recommendation_summary.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0045,data/QSB-CAUSALITY06B-02/FIELD_LIST.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0046,data/QSB-CAUSALITY06B-02/candidate_state_record_schema.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0047,data/QSB-CAUSALITY06B-02/example_candidate_state_records.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0048,data/QSB-CAUSALITY06B-04/field_aliases_de.json,false,lineage_incomplete
