run_id,source_path,matched_terms,artifact_kind
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-06/public_profile_links.json,E_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-06/source_inventory.md,E_i|lag|mode,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md,E_i|Phase|lag|phase,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md,Phase|mode|phase,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md,Phase|mode|phase,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md,Phase|mode|phase,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json,E_i|Phase|mode|p_i|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json,E_i|Phase|mode|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json,E_i|Paar|Phase|lag|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json,E_i|Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json,E_i|Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv,E_i|E_j|Matrix|Phase|frequency|mode|phase|phase_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-01/preflight_config.json,E_i|Matrix|Phase|frequency|mode|phase|phase_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/benzene_edges.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/c60_edges.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/c60_faces.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/c60_nodes.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json,Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json,Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv,E_i,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json,r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json,r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_edges.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json,r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json,r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_family_summary.csv,r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_nodes.csv,E_i|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv,r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv,lag|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02D/highest_risk_mimic_diagnostic.csv,lag,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02D/original_vs_control_separation.csv,lag|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/README.md,E_i,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/control_destruction_effectiveness_summary.csv,lag|mode|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/control_mimic_failure_inventory.csv,E_i|lag|mode|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/control_mimicry_revision_manifest.json,E_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/diagnostic_specificity_summary.csv,mode,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/mimic_family_risk_summary.csv,lag|mode|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-BRIDGE-DATA-02E/revision_recommendation_summary.csv,lag|mode|r_s,csv
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-02/FIELD_LIST.md,E_i|r_s,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-02/candidate_state_record_schema.json,E_i|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-02/example_candidate_state_records.json,E_i|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-04/field_aliases_de.json,E_i|Kandidat,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-04/inner_sphere_et_state_records.json,E_i|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-04/source_inventory.md,E_i,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-04/transition_candidates.json,E_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-05/field_aliases_de.json,E_i|lag,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-05/negative_control_state_pairs.json,E_i|mode|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-05/robustness_test_cases.json,E_i|mode|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-06/field_aliases_de.json,E_i|Kandidat|Modus|lag|mode,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-06/oxalate_case_state_records.json,E_i|mode|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-06/oxalate_transition_candidates.json,E_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY06B-06/source_inventory.md,E_i|r_s,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-02/cycle_phase_rules.json,E_i|Phase|mode|phase|phase_i|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-02/field_aliases_de.json,E_i|Modus|Phase|mode|phase|phase_i,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-02/oregonator_config.json,E_i|Phase|mode|phase|r_s,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-02/source_inventory.md,E_i|Phase|mode|phase,md
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-03/cycle_semantics_hardening_config.json,Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-04/causal_condition_registry.json,Phase|mode|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-04/controlled_causal_structure_config.json,E_i|Phase|phase,json
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,data/QSB-CAUSALITY07-04A/independent_transition_reconstruction_config.json,E_i|Phase|frequency|phase,json
