source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_m3,ring_p_m2,0.526002197178,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,ring_p_m1,0.254161240418,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,ring_p_2,0.346235917062,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,ring_p_3,0.329791542466,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,cavity_1_1_2,0.255732018621,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,cavity_1_2_1,0.263203995623,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,cavity_2_1_1,0.253739013458,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,cavity_1_2_2,0.262375457825,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,membrane_0_1,0.32129471727,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,membrane_1_1,0.282668212284,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,membrane_2_1,0.251008711684,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m3,membrane_0_2,0.250515390964,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,ring_p_m1,0.323139785074,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,ring_p_1,0.302726240319,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,ring_p_2,0.424662296761,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,ring_p_3,0.346235917062,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,cavity_1_1_1,0.274577678367,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,cavity_1_1_2,0.288338505531,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,cavity_1_2_1,0.285448815341,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,cavity_2_1_1,0.254392353779,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,cavity_1_2_2,0.272735419951,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,membrane_0_1,0.383227347519,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,membrane_1_1,0.307512135046,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,membrane_2_1,0.266297951439,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m2,membrane_0_2,0.259731210319,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m1,ring_p_1,0.596158539082,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m1,ring_p_2,0.302726240319,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m1,cavity_1_1_1,0.293515095888,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m1,cavity_1_1_2,0.26859032172,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_m1,membrane_0_1,0.27688410542,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,ring_p_2,0.323139785074,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,ring_p_3,0.254161240418,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,cavity_1_1_1,0.304922394875,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,cavity_1_1_2,0.278702063542,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,cavity_1_2_1,0.257711777639,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_1,membrane_0_1,0.294895521439,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,ring_p_3,0.526002197178,intra_family,threshold_euclidean_similarity,RING,RING,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_1_1_1,0.293663228399,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_1_1_2,0.316658645375,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_1_2_1,0.316369046436,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_2_1_1,0.280157725366,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_2_1_2,0.256269000391,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,cavity_1_2_2,0.302300199114,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_0_1,0.617660875738,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_1_1,0.445078816348,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_2_1,0.370862752836,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_0_2,0.36383801781,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_3_1,0.324149255934,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_1_2,0.310268543561,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_2_2,0.273411418031,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_2,membrane_0_3,0.264816921893,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_1_1_1,0.253226121899,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_1_1_2,0.284615150289,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_1_2_1,0.30006927158,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_2_1_1,0.295808275791,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_2_2_1,0.255961160299,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_2_1_2,0.277602214226,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,cavity_1_2_2,0.304279034654,cross_family,threshold_euclidean_similarity,RING,CAVITY,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_0_1,0.482353335242,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_1_1,0.480904587722,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_2_1,0.424768451347,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_0_2,0.4624148305,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_3_1,0.373480396919,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
ring_p_3,membrane_1_2,0.378948430525,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.25,threshold local graph with tau=0.25
