artifact_id,relative_path,artifact_kind,domain_guess
2fbd7c45b68e47c3037111c9e8707536a8c14a38336244101224abe90154d4e7,data/OUTREACH01A-06/public_profile_links.json,json_document,unknown
c23ea8d86a44cb226a1888895ddc8c6cafa1cf0c415688b86efedf5f9816703c,data/OUTREACH01A-06/source_inventory.md,markdown_note,unknown
b0cdda5057cc9ce0b4793b6e31a5af112fc98b13b45551a95773f94b7555bd99,data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md,markdown_note,unknown
f546c1c96933391ba17aeb9086412b21a3eb05351eb8dde12d5a7eae765cff30,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md,markdown_note,unknown
c732fb99cbf167da4c91869f0418ced5ec777a4706dc118770c1bd288befe55e,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md,markdown_note,unknown
bf3aefad4e74d4719e5955e7cf273a6787afe231bce661c5451ef5774e449c15,data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md,markdown_note,unknown
9060dcde82bfbf3eed02a96aa9e32d4e00c3104d7cfe471ec66813082c4e2c0e,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json,json_document,unknown
2823f10cece48bfda52a019abbb4afdac0a5da7712a4019ca25ffb2eb6f324aa,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json,json_document,unknown
64d499b874926bd3bcebd6a7f90c83bd75c98b0cf1d3b3f37ef34243cc8fc3fc,data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json,json_document,unknown
dffb0f49231fc8830804134da18ddb37009cc78f3887fdb2be3c311326b21a5c,data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json,json_document,unknown
ce1729f781004d461f5b0c967866edadb2d09d236201b2f4c26b0bcabc1f5832,data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json,json_document,unknown
2372c399450b1266b64b0f655bce09be24d0c362c0451ca53d40a9256f211c3f,data/QSB-BRIDGE-DATA-01/README.md,markdown_note,unknown
ce61c42135efb16f441ebaa064d06a21b6dfa3a25af65f544c9282c57dde3df6,data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv,table_csv,unknown
829e602e0c640acb1d4be113800d83d870f88c31cb24f3de3c79d0c0a3e998ed,data/QSB-BRIDGE-DATA-01/preflight_config.json,json_document,unknown
b13e8a3ce25e72ebd6ba13483c3d4fd5bf727ad7e9535e8c5343dc59e2bba4c5,data/QSB-BRIDGE-DATA-02A/README.md,markdown_note,unknown
5ba09c987202489cdbca186d0c39f014ca853d030ded64b26bf36b75d108c8ef,data/QSB-BRIDGE-DATA-02A/benzene_edges.csv,table_csv,unknown
60158bd18ffdda479485aaaff0cd0d455dec00cd0b1a2987ab609fdd24326d5a,data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv,table_csv,unknown
6b42b8fcf3edcc95696d0bfd140399cb7e4d376ec82c032a806944494acef124,data/QSB-BRIDGE-DATA-02A/c60_edges.csv,table_csv,unknown
0322e3d941603cae16e75d97aa5cab683db52e0e260e2f7e471670fc69fa0261,data/QSB-BRIDGE-DATA-02A/c60_faces.csv,table_csv,unknown
e707992481387a7748ce709e71520594ceeeb866c3a32a5a6d7a9a75eda9f11f,data/QSB-BRIDGE-DATA-02A/c60_nodes.csv,table_csv,unknown
387bc57cd42edb0fccb276673eba93d7ba8b0d5e67d2578174fc9eff12d36a8d,data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json,json_document,unknown
ff16b7e860960833a0ff64aa9fdbf24c6e040f926a71b21a81188050e68c1549,data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json,json_document,unknown
79d25938712b3fabb38fa9b72c1ea9df1088e4e0ab8c54cf56bab745b53ea3a0,data/QSB-BRIDGE-DATA-02B/README.md,markdown_note,unknown
3915cde6819d39d64f55395482d8059a63f506a0ef38bc67bcf7e12b8878842e,data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv,table_csv,unknown
7a4009dc5a898c2158923d3b22ded5bb0f111ca239b7fecaa25ceb4ac5809883,data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv,table_csv,unknown
001613028fa04d9fff31500728b0bd1e9df16faf1d25fd52639c717d0403a3fa,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json,json_document,unknown
adb1419d8d6be3bee80e12f16c64b0d9aeb041e620ba5e43bd0f3cfb2f00cb4e,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json,json_document,unknown
d82304947027f591a71277ea7eb51e110ebd37d0ee0bbe14cb4c874e7931c9fc,data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv,table_csv,unknown
1e49237c76c4b348a3d59496d0ea559bd3c042f7272e133603323d5dda75dbc7,data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv,table_csv,unknown
0c671cdbd4a7c440eddb437e1d52658da324ac8555820aaae7c265ac305ce34d,data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv,table_csv,unknown
78975664d7d57d3d06300938971e24e2c3fae5fc50c82a8a6bfbd321c8df0cf2,data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv,table_csv,unknown
692baff0eda12e767f255aa5e25c6e7ecfccde259bd612f38ccfa95d53eb065e,data/QSB-BRIDGE-DATA-02C/README.md,markdown_note,unknown
d88b4c6750987948b3f3915c8a6f62635367fa2121e5761b1f1fd6705ccf9189,data/QSB-BRIDGE-DATA-02C/control_edges.csv,table_csv,unknown
01e13951a3ea88ab72581277d0d43375cece5c83845d374af8159b5666d2553b,data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json,json_document,unknown
4432d86666a3ceb245c2b62cb9d346f7c0aa1d519ccaee6f0c23d9b91f610d86,data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json,json_document,unknown
fa45fb64890ca7558b127e72c61cec5abbd85da2f391c1ee8451dc87fef69f58,data/QSB-BRIDGE-DATA-02C/control_family_summary.csv,table_csv,unknown
584bcb98108366211bbeb72a0edcee832fe855a91759ecd52f93b0be811d98d1,data/QSB-BRIDGE-DATA-02C/control_nodes.csv,table_csv,unknown
40a9c27af0e00c50d03889d4b4044b4945689a31e0b2d8c7ee0eb9d971f117e6,data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv,table_csv,unknown
0abaec75dbb4d8883828c1cc38d309a39cd7a6176edfcb43e4f67af5d3a0904c,data/QSB-BRIDGE-DATA-02D/README.md,markdown_note,unknown
6a00c3e39dc503df10eb76c0a4c8c78c73bc9b40e3254bb5bacc57f042642421,data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv,table_csv,unknown
10d93e27647194e8d4987c479d1ad3dcf8e221f9083e5b00b1a94bf1ec64dfdb,data/QSB-BRIDGE-DATA-02D/diagnostic_component_weights.csv,table_csv,unknown
0799190b5b406abc940f358959241e41201bd706ecf494f026a2e3fc7ac020d6,data/QSB-BRIDGE-DATA-02D/diagnostic_manifest.json,json_document,unknown
3f3698bb5ba173af6c93e73e743f62b22a5c3a0a6327f9ad55d40cd02a64d633,data/QSB-BRIDGE-DATA-02D/diagnostic_separation_config.json,json_document,unknown
ee331122ff8ba28e41465b37dfb301a3807ff00e3ff4e641911e36f747be705c,data/QSB-BRIDGE-DATA-02D/highest_risk_mimic_diagnostic.csv,table_csv,unknown
1b47e9c1ac16e9f627623f54fcf25f11bba41af92717c55aa3fa31ccf604ae6a,data/QSB-BRIDGE-DATA-02D/original_diagnostic_summary.csv,table_csv,unknown
81fc35afbf28dcff0ba5950341c0224650fbcb97fade0d6a5339b8824264d36d,data/QSB-BRIDGE-DATA-02D/original_vs_control_separation.csv,table_csv,unknown
8b0a5fb2836982d02c6289637726d0d4407243e0344dfc6359683537fa7ca7b9,data/QSB-BRIDGE-DATA-02E/README.md,markdown_note,unknown
999e0ad3ae630e33a3ba76bc3de8fec67d41ae5ecc0e906876af5f4fdd09d9d0,data/QSB-BRIDGE-DATA-02E/control_destruction_effectiveness_summary.csv,table_csv,unknown
500d9767ab21694ccbcf79a4fd7e1fb1c60e3b5f20b04dc6f01cb4f1ac4db467,data/QSB-BRIDGE-DATA-02E/control_mimic_failure_inventory.csv,table_csv,unknown
9a92119d7a6ef4b99abf7d7b8c2bc0fac5d6fe7dec8940d3063f10aa70101289,data/QSB-BRIDGE-DATA-02E/control_mimicry_revision_config.json,json_document,unknown
f1bed937c396734ca3e92dbc2fccb6335dceb23417c23bed262616792fc61b45,data/QSB-BRIDGE-DATA-02E/control_mimicry_revision_manifest.json,json_document,unknown
6fc935f6f0e43e932727646cfc691ba405e2fee7a71c58d0a0fd607ae86f9b37,data/QSB-BRIDGE-DATA-02E/diagnostic_specificity_summary.csv,table_csv,unknown
ea2aa5191fa7666b833a030bbe5d24fc1e0f1c987b58bdb7cb17cea29776ef1b,data/QSB-BRIDGE-DATA-02E/mimic_family_risk_summary.csv,table_csv,unknown
c6fea8b5a8121864222aae102fa630a877ff337460773bd925553d3408e3a46d,data/QSB-BRIDGE-DATA-02E/revision_recommendation_summary.csv,table_csv,unknown
86fb09ecc96f10dc29be4adb43d3e7b9506763548d322ba01980b6b8a5313bfb,data/QSB-CAUSALITY06B-02/FIELD_LIST.md,markdown_note,causality
249761fd089654c1a5325c2e3edbb0b9fc4b1ef373d58d94a1cbe7c02eda90cb,data/QSB-CAUSALITY06B-02/candidate_state_record_schema.json,json_document,causality
1d742fed1a6be1ee2eb8fecdfcd36970930c7bd7b93a3bc161e14144d3968749,data/QSB-CAUSALITY06B-02/example_candidate_state_records.json,json_document,causality
753ddf7f6a0d67a326254642c90df12f3459760ad1404cb5f7c65fd6b286c5c9,data/QSB-CAUSALITY06B-04/field_aliases_de.json,json_document,causality
bc535820e73c0e7d5df62ce8145e9c91a5cfb7f2c70be44a20b918408c43cb13,data/QSB-CAUSALITY06B-04/inner_sphere_et_state_records.json,json_document,causality
a32dac0c16771f047004d25e669fdc3ae78a9277295e0f0d12ddda4daa738ffb,data/QSB-CAUSALITY06B-04/source_inventory.md,markdown_note,causality
59504639590dd570ae3ed1899a1577f49a2bd0089b3cc7a8b7b9fad8a683dd02,data/QSB-CAUSALITY06B-04/transition_candidates.json,json_document,causality
05fc7e07b731400cb54893af643c36c9a0837648fc2f1e34a0df20365de7c3a3,data/QSB-CAUSALITY06B-05/field_aliases_de.json,json_document,causality
88e3eb128c6b050a656513bfb59cfbebff4ff4c78e38d6ad014fb68a06df88ba,data/QSB-CAUSALITY06B-05/negative_control_state_pairs.json,json_document,causality
79e70a341f380a97e664f8018e23621d5f9f1f3cdcf41423fbc9d1a1c33f439b,data/QSB-CAUSALITY06B-05/robustness_test_cases.json,json_document,causality
e40ca2adbf6dcc1d4c8ae9794ac1e62ac80d79fd7c25339dbe7655ffca29acb0,data/QSB-CAUSALITY06B-06/field_aliases_de.json,json_document,causality
92effad6342d7b8120e96ca24995c162669eaa63b6bce1e3a6b38b99a52f841a,data/QSB-CAUSALITY06B-06/oxalate_case_state_records.json,json_document,causality
0c4416dfcd61d0ac791d3ce5350b576ac824f1513f5879ebbbbae3cfa78a1ce3,data/QSB-CAUSALITY06B-06/oxalate_transition_candidates.json,json_document,causality
37b20e7b8f156b2a056192f8b9b734d298a74e16ede962bd4261c55025690cfe,data/QSB-CAUSALITY06B-06/source_inventory.md,markdown_note,causality
2c59879cdde7e607684ac41a86f7ed20f82a559fb3d26ec96a53d3fa9e19b0ad,data/QSB-CAUSALITY07-02/cycle_phase_rules.json,json_document,causality
7214bc9de1d9a9a438a861ff8bb07f27f3414e2dbdaf26a8d55ef0ad7903637c,data/QSB-CAUSALITY07-02/field_aliases_de.json,json_document,causality
be22149e260cdb1b64a0e066fc0f89125cdf030cb000b698581c5fa315223b60,data/QSB-CAUSALITY07-02/oregonator_config.json,json_document,causality
940b0c76914a125ac7c24aa82fb1b2fdb43a17c98b2da3ae0e6f403444e8225a,data/QSB-CAUSALITY07-02/source_inventory.md,markdown_note,causality
d5ff9bd4d3ac76d29de080265ce9479761dd3214330edd5c9299cde503a59b8e,data/QSB-CAUSALITY07-03/cycle_semantics_hardening_config.json,json_document,causality
3c6244664811f90e1c8d88023618f7e0b6aa2612fd0e95f62e01f8238a8ca848,data/QSB-CAUSALITY07-04/causal_condition_registry.json,json_document,causality
ff2c1826df578fcb24d0ef91a7fd2a4608e1c434a4ba6f3160931b6676c8a33f,data/QSB-CAUSALITY07-04/controlled_causal_structure_config.json,json_document,causality
ea607df24377a90d02e386626854cf98bbab9ff9ca5135cbea87d31829767e06,data/QSB-CAUSALITY07-04A/independent_transition_reconstruction_config.json,json_document,causality
44056d233c47d771c8789637cd053fb99afea620b61b8b1bad0cc0a591986d81,data/QSB-CAUSALITY07-04A/reconstruction_rule_registry.json,json_document,causality
ae16a518778f732dc9bbd1223b9391467f364b4ee46d6f6b3e73dd945b8c62c9,data/QSB-CAUSALITY07-04B/calibration_metric_registry.json,json_document,causality
16a887cab0ed9ca1e3fa910c933d1080b96522c0968089b5ec9fb0f01a3afce4,data/QSB-CAUSALITY07-04B/heuristic_calibration_config.json,json_document,causality
83a821c4f5a3091e9c87bcf3711ec6fb4dcf55c7f1d2c7814475e2a929a4aa29,data/QSB-CAUSALITY07-04C/fine_calibration_metric_registry.json,json_document,causality
10b8f6fd098b161eb3f223c2d18adef0f7f3f1b54f4608416fbad1b260cb703d,data/QSB-CAUSALITY07-04C/fine_calibration_sweep_config.json,json_document,causality
d93e914bed15112caeb25794a6e0dbe3f6e61e33ea9d98c6007cab1c7a5330dc,data/QSB-CORRCORE01/correlation_core_claim_boundary_registry.json,json_document,unknown
10a8ee2221017eb8d2d5983f939fb72aabea78eade5bed2258847f7a969f5bc8,data/QSB-CORRCORE01/correlation_core_cross_strand_map.json,json_document,unknown
b866718acd5f966b1a8617b8e1432b8e25b3c7b8505347caa19b88d3a4e77c43,data/QSB-CORRCORE01/correlation_core_equation_registry.json,json_document,unknown
a4845584579654eb4afc14eada317191b461737bddcb041e4655cfeb62967067,data/QSB-CORRCORE01/correlation_core_object_registry.json,json_document,unknown
cd3ecc3d46b1c34c3ea0722817d341ecc664fc5d0e4e9728bdab9a110fdc3fef,data/QSB-CORRCORE01/correlation_core_quantity_registry.json,json_document,unknown
b8569df9c9381fc64b8f6ea5d706bf297d5ebd4b2b6080279a02857aa5e46ff8,data/QSB-CORRCORE01/correlation_core_source_inventory.json,json_document,unknown
0ea1061a779bb74761f2f103d0b70b84d5b564021d71837a393133ba7e9a87dd,data/QSB-DB/schema/qsb_research_db_schema.sql,sql_script,unknown
4b80333d2e87058e0ef77dd6f0f998f4c845fdd48b54787a65d41a0c4bdbf67f,data/QSB-META01-01/repository_metadata_inventory_config.json,json_document,metadata
1052e4e6478818bed48ad505dc1336c157292218eba0da32c6a365d3ec1dbb61,data/QSB-META01-02/canonical_metadata_contract_config.json,json_document,metadata
67203451654b29eb45dd50af634df6542df3b2abb26efb074e91e45e66578736,data/QSB-META01-02/canonical_metadata_schema.sql,sql_script,metadata
dd2daaa9420f6915fc560632a3096ecd336ad25341acd870eba51a39a4dfee74,data/QSB-META01-02/controlled_vocabularies.json,json_document,metadata
c3b143c9f4b88a6882c405e8a8cc3e587c1a643d2c5b72230058b53fcdf77123,data/QSB-META01-02/example_metadata_records.json,json_document,metadata
bcb713a3eb04ca15efd31822e31636e5e06475e553170b505202f10a8f1fdf88,data/QSB-META01-02/unit_dimension_registry.json,json_document,metadata
7109c07644a9c1ea219695bfcd1b203d915b005795eb5d9b6e51fdaa6a189cc2,data/QSB-META01-03/causality07_metadata_mapping.json,json_document,causality
395c4c2cddc00b9236af755546840b634c551b3dec25160c1405c8dbf14c2759,data/QSB-META01-03/causality07_pilot_metadata_config.json,json_document,causality
6f8991c6f0b06de489d1044d957513dbcd60451b77c19b5a651700c5ce2a9589,data/QSB-META02/cross_mart_join_status_registry.json,json_document,metadata
91cd0b9659428c6674e55631f6b65120e8e56308df70f144d14aa4f24102d0b0,data/QSB-META02/cross_mart_key_mapping_schema.json,json_document,metadata
1859ee46c55da19543c59ed8ebaa1c1bafec950abb32f7831699f933b6ae76a2,data/QSB-META02/cross_mart_seed_mappings.json,json_document,metadata
b8b94b9a454919247a51b4fa42d5249e6d9218a696c48113a7dfb6e13a910a9f,data/QSB-META02/cross_mart_semantic_relation_registry.json,json_document,metadata
